更新日期,#genre#
CCTV13,https://iptv.catvod.com/live.php?id=CCTV13$IPV4•线路2
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$IPV4•线路3
CCTV13,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8$IPV4•线路4
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$IPV4•线路5
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4•线路6
CCTV13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$IPV4•线路7
CCTV13,http://www.dsk.cc/php/bfgd.php?id=cctv13&m.m3u8$IPV4•线路8
CCTV13,http://111.43.126.240:9003/hls/26/index.m3u8$IPV4•线路9
CCTV13,http://ygbh.site/php/bfgd.php?id=067$IPV4•线路10
CCTV13,http://sh.lnott.top:880/dx13.m3u8$IPV4•线路11
CCTV13,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv13.flv$IPV4•线路12
CCTV13,http://php.cqshushu.ggff.net/jzb.php?id=cctv13&公众号【医工学习日志】$IPV4•线路13
CCTV14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8$IPV4•线路1
CCTV14,https://iptv.catvod.com/live.php?id=CCTV14$IPV4•线路2
CCTV14,http://39.164.160.249:9901/tsfile/live/0014_1.m3u8$IPV4•线路3
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8$IPV4•线路4
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8$IPV4•线路5
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8$IPV4•线路6
CCTV14,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8$IPV4•线路7
CCTV14,http://www.dsk.cc/php/bfgd.php?id=cctv14&m.m3u8$IPV4•线路8
CCTV14,http://111.43.126.240:9003/hls/27/index.m3u8$IPV4•线路9
CCTV14,http://ygbh.site/php/bfgd.php?id=132$IPV4•线路10
CCTV14,http://sh.lnott.top:880/dx14.m3u8$IPV4•线路11
CCTV14,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv14.flv$IPV4•线路12
CCTV14,http://php.cqshushu.ggff.net/jzb.php?id=cctv14&公众号【医工学习日志】$IPV4•线路13
CCTV15,https://iptv.catvod.com/live.php?id=CCTV15$IPV4•线路1
CCTV15,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8$IPV4•线路2
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$IPV4•线路3
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8$IPV4•线路4
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8$IPV4•线路5
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8$IPV4•线路6
CCTV15,http://www.dsk.cc/php/bfgd.php?id=cctv15&m.m3u8$IPV4•线路7
CCTV15,http://111.43.126.240:9003/hls/28/index.m3u8$IPV4•线路8
CCTV15,http://ygbh.site/php/bfgd.php?id=133$IPV4•线路9
CCTV15,http://sh.lnott.top:880/dx15.m3u8$IPV4•线路10
CCTV15,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv15.flv$IPV4•线路11
CCTV15,http://php.cqshushu.ggff.net/jzb.php?id=cctv15&公众号【医工学习日志】$IPV4•线路12
CCTV16,https://iptv.catvod.com/live.php?id=CCTV16$IPV4•线路1
CCTV16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8$IPV4•线路2
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$IPV4•线路3
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8$IPV4•线路4
CCTV16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$IPV4•线路5
CCTV16,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive$IPV4•线路6
CCTV16,http://www.dsk.cc/php/bfgd.php?id=cctv16&m.m3u8$IPV4•线路7
CCTV16,http://111.43.126.240:9003/hls/29/index.m3u8$IPV4•线路8
CCTV16,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv16.flv$IPV4•线路9
CCTV17,https://iptv.catvod.com/live.php?id=CCTV17$IPV4•线路1
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8$IPV4•线路2
CCTV17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8$IPV4•线路3
CCTV17,http://183.11.239.36:808/hls/35/index.m3u8$IPV4•线路4
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8$IPV4•线路5
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$IPV4•线路6
CCTV17,https://tvpull.careryun.com/live/ba591d30ad977fb8ca911e665fa016cf.m3u8?txSecret=f401eb24b38f50f059d48744d3b993ab&txTime=68f4d4e2$IPV4•线路7
CCTV17,http://111.43.126.240:9003/hls/30/index.m3u8$IPV4•线路8
CCTV17,http://ygbh.site/php/bfgd.php?id=204$IPV4•线路9
CCTV17,http://sh.lnott.top:880/dx17.m3u8$IPV4•线路10
CCTV17,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv17.flv$IPV4•线路11
CCTV17,http://php.cqshushu.ggff.net/jzb.php?id=cctv17&公众号【医工学习日志】$IPV4•线路12
CCTV4K,https://iptv.catvod.com/live.php?id=CCTV4K$IPV4
CETV1,http://ygbh.site/php/bfgd.php?id=135$IPV4
CETV2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20250903090033bf55eab2bb984fe0b4ac863e60d28ac6&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20250903090033&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=106.13.250.83&SecurityKey=20250903090033&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ebfbdc6c83654112720d2b5599373223&ddCalcu=3e2bv2fa3ba7da3c969c5853b625d4012172&sv=10004&ct=android$IPV4•线路1
CETV2,http://ygbh.site/php/bfgd.php?id=492$IPV4•线路2
CETV4,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv4/50/20240709/index.m3u8?msisdn=2025090309003329cd481a5313461999ea66e0b5c14a1b&mdspid=&spid=699004&netType=0&sid=5910022154&pid=2028597139&timestamp=20250903090033&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287339&ParentNodeID=-99&assertID=5910022154&client_ip=106.13.250.83&SecurityKey=20250903090033&promotionId=&mvid=5900006640&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=a0dd23e241f091b5c99903fbe22f27e3&ddCalcu=3ae0v7da2dbf2a232ee2b4f13f0099919bc5&sv=10004&ct=android$IPV4
🥭┃卫视频道,#genre#
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8$IPV4•线路1
浙江卫视,http://58.57.40.22:9901/tsfile/live/1029_1.m3u8$IPV4•线路2
